label,sent
0,"FIFA 15 is out next week. If u wish to speak to me, do so b4 I acquire a copy"
0,I FEEL SO WEIRD TEXTING PEOPLE WHO I DONT TEXT OFTEN. LIKE HOW MUST I SPEAK TO YOU
0,"If they use a block bot, they're not interested in dialogue. So don't speak to those people. Speak to those who are willing."
1,"Goob Job Microsoft, Good Job.    "
1,I'm gonna kick your ass u freaky girl!       
1,I always love emergency doctor appointments. 
0,I get to hear speak tonight! So excited!
0,I can't even speak to them face to face anyway so why would they need me
0,"If I get to speak to such amazing people, I wouldn't know what I'd do, they're so sweet, and loving! "
0,I leave read receipts on so that you know when I don't want to speak with you any longer.
0,Idk I thought you graduated high school so I was assuming you knew how to speak with proper grammar..
0,Ever get so lazy it's work to even speak
0,So depressing having no one to speak to at night
0,A other meeting. I'm so fucking happy!!!!!!     
1,I love those who want me to be  and then make themselves become a joke. 
0,IF I HAD VINE I WOULD SPEAK IN SPANISH TO CONFUSE YOU FAYE SO MEH
0,"I get so nervous to speak to people now, I can't even get my words out wtf"
0,Thank you so much for your time today. Please stay safe and I hope to speak with you again. Pags
1,I love that fog where u can't see 4 feet in front of you. 
0,i have a lot of pinoy friends so i wanted to learn how to speak tagalog so that i can talk to them 0I have alot to say when people speak to me . But i carelessly speak so i dont say anything .
0,"I'm going to examine this mouth to figure out how it works so I can speak, and you're next! Park"
0,I wouldn't think so unless it was the kind where they don't speak/respond and he doesn't appear that way to me.
0,I have so much I wanna just say but shutting up is going to speak for it's self
1,"After all the things he's done and been accused of he finally gets suspended for one half by Jimbo Fisher, good job FS "
1,I'm in such a good mood today so I feel it's in my best interest to not speak to anyone cause then they can't ruin it 
0,I feel so down its unreal. Would happily run away and never see/speak to anyone again.
0,"I hope so, I'll try and speak to my tutor Monday I think"
0,Having to speak in front of the class gives me anxiety so bad and I take pills for that like I'm still not Reggie
1,"And I've got no plans for the weekend So shall we speak then? Keep it between friends? Though I know you'll never love me, like you used to"
0,If I'm with the home girl and we around a nigga she fw I don't speak unless spoken to.. so don't get mad at me for speaking on what she say!
1,I literally just ate 1/4 of a pan of brownies........  
0,I'm gonna start giving everyone on tweeter advice so go ahead speak your problem tag me and I'll help you with what to do lol
1,I love Summit runs? 
0,"i hate when people tell me i talk white. look bitch, english was not even my first language so i learned to speak it PROPERLY in school foh."
1,because surprise quizzes are the best quizzes  
1,I'll be so upset if I don't go see my grandma today I'm not gonna want to speak it nobody
0,idk excatly but in tourism so i need to speak several languages therefore i might start italian next year
0,Going to be a fun final week     
1,Please keep telling me how i have huge lips for you know what. It's a real compliment. 
0,absolutely NOT sastified with the so called manager who rang . Need to speak to a UK based STAFF 
1,I love how my phone facetimes random ppl whenever it wants... 
0,just to remember i speak portuguese too so i understand everyone who's in my timeline
0,"God can speak to you all day long, but until Your response is ""because you say so, I will"" NOTHING changes for the positive."
1,"I lost AJ Green and Jamaal Charles from the same  team on Sunday, Maybe my tight end puts up 40 points "
0,You unfollowed me so what I say you can't even see which is almost the same when I speak to you you don't even listen.
1,I'm feelin super special right about now 
1,I love Mondays because then I get to go to class 
1,i like that first site lets you know when they're gonna come show your apartment........
1,Good to know I have my little bro's support 
1,Holy crap I look great .... 
1,I love 8 a.m.'s 
0,GOD DIDNT SPEAK SPANISH SO I DONT HAVE TO SPEAK SPANISH THANK U
1,I'm glad Banterra answers their 800 number. 
1,"I'm alright, I'm alright, i'm alright, i'm alright, i'm alright, I don't mind if you don't mind.   "
1,I love having a brother who never texts me back about niece or how he is doing!  
0,how hard is or to get to speak to someone on hold 3rd time today so far 16mins
1,I am so bored of independent vote in Scotland. 1 All of the crap that people speak. 2 We are not able to vote in a constitutional matter.
0,Ijs doe that's mah lil homegirl . She ain't got no twitter to see this so don't speak up on her
0,Thanks to for inviting me to speak to the new class last week. Very encouraging to see so many new faces.
1,Nothing beats the feeling of walking in damp boxers all day at school  
1,Great way to find something out through Facebook... 
0,i hate friends. they get so offended when you don't speak to them for 6 months
0,He says he is so grateful that he can speak so openly to someone about it. He is scared but apparently less so now because of our chats.
0,"I don't know why it's so hard to speak to you now, I hate it."
1,Falling out of a turn is so.... Graceful... 
1,5 min before you leave for a meeting. And you grab the hairspray bottle instead of dry shampoo.    
1,I look forward to driving in this fog... For an hour. 
1,Oh how i love the sound of screaming babies in the morning..... Afternoon and evening
0,"if the other girls in my grade try to talk to him, ill cut off their tongues so they lose the ability to speak     "
1,Gotta stay up and watch the game tonight to make sure Ahmad Bradshaw doesnt score 70 pts  
0,I don't understand how people can speak/type in English so well. Like I can barely remember how to spell hola
1,"All I can say in french is Hi, bye, see you later, and chocolate. That'll get me far in France. "
0,I can't wait to leave this house so I don't have to speak to this woman again
1,I literally cannot remember a time I've had a more tedious hw  
0,I don't know how I feel about this
0,So DA members stand up to protect each other's motions. People can't speak for themselves...
0,The true fans would like to speak to him due to the current problems but would do so in a civil and respectful manner
0,"this one was him finding, or rather, owning up his wishes and drive so THAT he can be able to finally speak w/ his heart"
0,My Eagles are so damn icy dog like don't even speak to me
1,I love when they play rap music so loud outside the Union that it is impossible to concentrate on my work.  
1,I just love people who see an endless amount of empty tables but decide to sit with me instead.   
1,I love nights like this..   
0,I feel like I always have to speak louder on the 15th and 16th of the month at work because so many old people
0,I like you so much but WHY don't you speak more like honestly I'm not going to bite you.
0,I did more media than u could image u didn't even know who I was until I got to New York so don't speak about what u dont know
0,When I speak English to my parents I sometimes find myself using an Asian accent so they understand 
1,"I literally just want to throw up at couples tweets. Like we get it, you're in a relationship.  "
0,i dont have the right to speak. so i guess i better shut myself up.
1,Another restless night  
1,i love getting ignored 
1,I just think it's great when a player does a dance on the second play of the game after making a tackle   
0,"I can't speak for everyone but to me those things are true. I love you, I care, you mean so much to me, and life"
0,i dont think the library is somewhere to speak loud and talk about how drunk you were. so STFU
0,ahaha it's so cute and funny when my mom tries to talk to someone that obviously doesn't speak Spanish
1,"The first Fwd i've ever received and i cant even forward it, oh no   "
1,Nothing like a good English class first thing in the morning...tweet
1,I love how Mr. Hahn is fluent in sarcasm.    
0,Any GOOD doctors that actually care about there patent out there? If so I need to speak to one please. God bless u.
0,Yo so Dennis Rodman is going to Iraq and Syria to speak with leaders of ISIS ... Yo this mother fucker is stupid crazy
1,Being ignored is always fun..
0,I probably won't win this but it would be so amazing to speak with them 
1,Nothing like the excitement of going to an interview... for a second job...right after a long day at work.   
0,So close to the front to see speak tonight at OSU! She is so loved and admired!!
1,and now I have strep. this week is awesome.  
1,"his phone keeps going off, more like his wife keeps walking in when he texts me "
1,Ever had a song speak to you so much that you're forced to sit in your car and listen to it? I love it when that happens.
1,Anyone torrent that new U2 album? I don't like to pay for music.
1,Best way to start the day!  
